"quantity","agg_type","year","color_id","is_spare","color_name","color_rgb","color_group_id","color_group_name","color_group_rgb"
48,color,2020,272,true,Dark Blue,"0A3463",5,Blue,"0055BF"
105,color,2020,46,true,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
2930,color,2020,25,false,Orange,FE8A18,10,Orange,FE8A18
78,color,2020,84,true,Medium Nougat,AA7D55,7,Brown,"583927"
342,color,,212,false,Bright Light Blue,"9FC3E9",5,Blue,"0055BF"
384,color,,41,false,Trans-Light Blue,AEEFEC,5,Blue,"0055BF"
2,color,,1055,false,Trans-Clear Opal,FCFCFC,11,Rest,CCCCCC
1264,color,2020,378,false,Sand Green,A0BCAC,9,Green,"237841"
167,color,2020,179,true,Flat Silver,"898788",16,Silver,C0C0C0
250,color,2020,297,true,Pearl Gold,AA7F2E,12,Gold,FFD700
360,color,2020,4,true,Red,C91A09,4,Red,C91A09
93,color,2020,41,true,Trans-Light Blue,AEEFEC,5,Blue,"0055BF"
1,color,1957,1129,false,HO Olive Green,"9B9A5A",9,Green,"237841"
323,color,,30,false,Medium Lavender,AC78BA,18,Lilac,"9195CA"
41,color,2017,28,true,Dark Tan,"958A73",8,Tan,E4CD9E
425,color,2020,42,false,Trans-Neon Green,F8F184,9,Green,"237841"
504,color,2018,30,false,Medium Lavender,AC78BA,18,Lilac,"9195CA"
281,color,2018,34,false,Trans-Green,"84B68D",9,Green,"237841"
125,color,2018,46,true,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
26,color,2018,326,true,Olive Green,"9B9A5A",9,Green,"237841"
199,color,2021,73,false,Medium Blue,"5A93DB",5,Blue,"0055BF"
8,color,2022,379,true,Sand Blue,"6074A1",5,Blue,"0055BF"
13,color,2021,57,false,Trans-Neon Orange,FF800D,10,Orange,FE8A18
1605,color,2020,484,false,Dark Orange,A95500,10,Orange,FE8A18
177,color,2020,212,false,Bright Light Blue,"9FC3E9",5,Blue,"0055BF"
140,color,,80,false,Metallic Silver,A5A9B4,16,Silver,C0C0C0
11,color,2021,42,true,Trans-Neon Green,F8F184,9,Green,"237841"
55,color,2019,57,false,Trans-Neon Orange,FF800D,10,Orange,FE8A18
4,color,1976,36,false,Trans-Red,C91A09,4,Red,C91A09
2,color,2022,114,false,Glitter Trans-Dark Pink,DF6695,13,Pink,FC97AC
312,color,2018,57,false,Trans-Neon Orange,FF800D,10,Orange,FE8A18
64,color,2021,46,true,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
12,color,2019,31,true,Lavender,E1D5ED,18,Lilac,"9195CA"
47,color,2019,34,true,Trans-Green,"84B68D",9,Green,"237841"
28,color,2004,191,false,Bright Light Orange,F8BB3D,10,Orange,FE8A18
2,color,1958,1132,false,HO Sand Green,A0BCAC,9,Green,"237841"
1,color,1958,1131,false,HO Sand Blue,"6e8aa6",5,Blue,"0055BF"
1,color,1964,1121,false,HO Light Tan,f9f1c7,8,Tan,E4CD9E
14,color,2012,28,true,Dark Tan,"958A73",8,Tan,E4CD9E
34834,color,2023,71,false,Light Bluish Gray,A0A5A9,1,Gray,"6C6E68"
1303,color,2023,0,true,Black,"05131D",2,Black,"05131D"
541,color,2023,9999,false,[No Color/Any Color],"05131D",11,Rest,CCCCCC
1168,color,2023,78,false,Light Nougat,F6D7B3,7,Brown,"583927"
2910,color,2023,10,false,Bright Green,"4B9F4A",9,Green,"237841"
2422,color,2023,484,false,Dark Orange,A95500,10,Orange,FE8A18
39,color,2023,34,true,Trans-Green,"84B68D",9,Green,"237841"
244,color,2023,45,false,Trans-Dark Pink,DF6695,13,Pink,FC97AC
213,color,2023,73,false,Medium Blue,"5A93DB",5,Blue,"0055BF"
281,color,2023,40,false,Trans-Brown,"635F52",7,Brown,"583927"
254,color,2023,80,false,Metallic Silver,A5A9B4,16,Silver,C0C0C0
453,color,2023,1062,false,Vibrant Yellow,EBD800,6,Yellow,F2CD37
59,color,2023,378,true,Sand Green,A0BCAC,9,Green,"237841"
20,color,2023,1056,false,Trans-Brown Opal,"583927",7,Brown,"583927"
1,color,2023,1095,true,Trans-Black,"635F52",2,Black,"05131D"
19,color,2023,129,false,Glitter Trans-Purple,A5A5CB,15,Purple,"81007B"
2,color,2023,1060,true,Trans-Green Opal,"84B68D",9,Green,"237841"
6,color,1966,1,true,Blue,"0055BF",5,Blue,"0055BF"
1,color,1998,110,false,Violet,"4354A3",15,Purple,"81007B"
16,color,1999,82,false,Metallic Gold,DBAC34,12,Gold,FFD700
26,color,1992,4,true,Red,C91A09,4,Red,C91A09
6,color,2009,212,false,Bright Light Blue,"9FC3E9",5,Blue,"0055BF"
2,color,1996,13,true,Pink,FC97AC,13,Pink,FC97AC
9,color,2017,42,true,Trans-Neon Green,F8F184,9,Green,"237841"
1,color,2017,1002,false,Glitter Trans-Neon Green,C0F500,9,Green,"237841"
72,color,2018,191,true,Bright Light Orange,F8BB3D,10,Orange,FE8A18
19,color,2018,484,true,Dark Orange,A95500,10,Orange,FE8A18
24,color,1949,1011,false,Vintage Yellow,F3C305,6,Yellow,F2CD37
23,color,1999,484,false,Dark Orange,A95500,10,Orange,FE8A18
5,color,2001,13,false,Pink,FC97AC,13,Pink,FC97AC
372,color,2005,3,false,Dark Turquoise,"008F9B",17,Turquoise,"3FB69E"
3,color,1995,366,false,Earth Orange,FA9C1C,10,Orange,FE8A18
166,color,1994,351,false,Medium Dark Pink,F785B1,13,Pink,FC97AC
3285,color,2024,272,false,Dark Blue,"0A3463",5,Blue,"0055BF"
1845,color,2024,322,false,Medium Azure,"36AEBF",5,Blue,"0055BF"
4453,color,2024,28,false,Dark Tan,"958A73",8,Tan,E4CD9E
29,color,2020,1055,false,Trans-Clear Opal,FCFCFC,11,Rest,CCCCCC
113,color,2020,52,false,Trans-Purple,A5A5CB,15,Purple,"81007B"
31,color,2020,1054,false,Trans-Dark Pink Opal,CE1D9B,13,Pink,FC97AC
2,color,2020,78,true,Light Nougat,F6D7B3,7,Brown,"583927"
29,color,,110,false,Violet,"4354A3",15,Purple,"81007B"
5,color,,86,false,Light Brown,"7C503A",7,Brown,"583927"
22,color,2020,117,false,Glitter Trans-Clear,FFFFFF,11,Rest,CCCCCC
3,color,,75,false,Speckle Black-Copper,"05131D",19,Copper,AE7A59
1,color,2012,-1,false,[Unknown],"0033B2",11,Rest,CCCCCC
22,color,2019,158,true,Yellowish Green,DFEEA5,9,Green,"237841"
26,color,2021,80,true,Metallic Silver,A5A9B4,16,Silver,C0C0C0
2,color,2021,92,true,Nougat,D09168,7,Brown,"583927"
30,color,2021,40,true,Trans-Brown,"635F52",7,Brown,"583927"
9,color,2021,1053,true,Trans-Blue Opal,"68BCC5",5,Blue,"0055BF"
1,color,1992,77,true,Light Pink,FECCCF,13,Pink,FC97AC
1,color,2011,31,false,Lavender,E1D5ED,18,Lilac,"9195CA"
12,color,1992,46,true,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
5,color,2002,17,false,Light Green,C2DAB8,9,Green,"237841"
1,color,1998,6,true,Brown,"583927",7,Brown,"583927"
2,color,1960,2,false,Green,"237841",9,Green,"237841"
1,color,1960,9999,false,[No Color/Any Color],"05131D",11,Rest,CCCCCC
1,color,1993,6,true,Brown,"583927",7,Brown,"583927"
14,color,2010,334,false,Chrome Gold,BBA53D,12,Gold,FFD700
10,color,2005,78,false,Light Nougat,F6D7B3,7,Brown,"583927"
1,color,2002,68,false,Very Light Orange,F3CF9B,10,Orange,FE8A18
4,color,1976,0,true,Black,"05131D",2,Black,"05131D"
1270,color,2024,323,false,Light Aqua,ADC3C0,17,Turquoise,"3FB69E"
73,color,2024,29,true,Bright Pink,E4ADC8,13,Pink,FC97AC
30,color,2024,308,true,Dark Brown,"352100",7,Brown,"583927"
9,color,2024,378,true,Sand Green,A0BCAC,9,Green,"237841"
2,color,2024,158,true,Yellowish Green,DFEEA5,9,Green,"237841"
259,color,2024,1062,false,Vibrant Yellow,EBD800,6,Yellow,F2CD37
21,color,2024,34,true,Trans-Green,"84B68D",9,Green,"237841"
2,color,2024,1003,false,Glitter Trans-Light Blue,"68BCC5",5,Blue,"0055BF"
87,color,2024,1061,false,Trans-Dark Blue Opal,"0020A0",5,Blue,"0055BF"
11,color,2024,33,true,Trans-Dark Blue,"0020A0",5,Blue,"0055BF"
3,color,2024,1095,true,Trans-Black,"635F52",2,Black,"05131D"
5,color,2024,73,true,Medium Blue,"5A93DB",5,Blue,"0055BF"
1,color,2003,114,false,Glitter Trans-Dark Pink,DF6695,13,Pink,FC97AC
10,color,2003,351,true,Medium Dark Pink,F785B1,13,Pink,FC97AC
12,color,,20,false,Light Violet,C9CAE2,1,Gray,"6C6E68"
10,color,2007,92,false,Nougat,D09168,7,Brown,"583927"
1,color,1980,92,false,Nougat,D09168,7,Brown,"583927"
20,color,1997,366,false,Earth Orange,FA9C1C,10,Orange,FE8A18
4,color,2003,1074,false,Duplo Blue,"009ECE",5,Blue,"0055BF"
20,color,1998,125,false,Light Orange,F9BA61,10,Orange,FE8A18
1,color,2004,1079,false,Duplo Light Green,"60BA76",9,Green,"237841"
8,color,2000,9,false,Light Blue,B4D2E3,5,Blue,"0055BF"
30,color,2019,33,true,Trans-Dark Blue,"0020A0",5,Blue,"0055BF"
25,color,2019,1003,false,Glitter Trans-Light Blue,"68BCC5",5,Blue,"0055BF"
1,color,1993,18,false,Light Yellow,FBE696,6,Yellow,F2CD37
4,color,2003,191,false,Bright Light Orange,F8BB3D,10,Orange,FE8A18
7,color,2006,129,false,Glitter Trans-Purple,A5A5CB,15,Purple,"81007B"
2,color,2005,143,true,Trans-Medium Blue,CFE2F7,5,Blue,"0055BF"
1,color,2019,92,false,Nougat,D09168,7,Brown,"583927"
7,color,1963,1024,false,Modulex Pink Red,F45C40,4,Red,C91A09
10,color,1963,1014,false,Modulex Light Bluish Gray,AfB5C7,1,Gray,"6C6E68"
11,color,2002,366,false,Earth Orange,FA9C1C,10,Orange,FE8A18
1,color,2002,25,true,Orange,FE8A18,10,Orange,FE8A18
4,color,1984,1,true,Blue,"0055BF",5,Blue,"0055BF"
1,color,1981,33,true,Trans-Dark Blue,"0020A0",5,Blue,"0055BF"
1,color,2001,60,true,Chrome Antique Brass,"645A4C",1,Gray,"6C6E68"
1,color,2005,45,true,Trans-Dark Pink,DF6695,13,Pink,FC97AC
1,color,1992,6,true,Brown,"583927",7,Brown,"583927"
2,color,1995,57,true,Trans-Neon Orange,FF800D,10,Orange,FE8A18
4,color,2007,5,true,Dark Pink,C870A0,13,Pink,FC97AC
1,color,2004,1081,false,Rust Orange,"872B17",4,Red,C91A09
2,color,1994,41,true,Trans-Light Blue,AEEFEC,5,Blue,"0055BF"
1,color,1985,1077,false,Fabuland Lime,"78FC78",14,Lime,BBE90B
1,color,2008,9999,true,[No Color/Any Color],"05131D",11,Rest,CCCCCC
2,color,2004,351,true,Medium Dark Pink,F785B1,13,Pink,FC97AC
1,color,2006,378,true,Sand Green,A0BCAC,9,Green,"237841"
1,color,1973,1,true,Blue,"0055BF",5,Blue,"0055BF"
2,color,2001,114,false,Glitter Trans-Dark Pink,DF6695,13,Pink,FC97AC
1,color,2002,3,true,Dark Turquoise,"008F9B",17,Turquoise,"3FB69E"
21,color,1959,1,false,Blue,"0055BF",5,Blue,"0055BF"
6,color,1997,25,false,Orange,FE8A18,10,Orange,FE8A18
4,color,2000,236,false,Trans-Light Purple,"96709F",15,Purple,"81007B"
5,color,2008,110,false,Violet,"4354A3",15,Purple,"81007B"
4,color,2021,1003,false,Glitter Trans-Light Blue,"68BCC5",5,Blue,"0055BF"
196,color,1999,22,false,Purple,"81007B",15,Purple,"81007B"
2372,color,2013,2,false,Green,"237841",9,Green,"237841"
12139,color,2013,72,false,Dark Bluish Gray,"6C6E68",1,Gray,"6C6E68"
78,color,1976,2,false,Green,"237841",9,Green,"237841"
2413,color,1976,4,false,Red,C91A09,4,Red,C91A09
2217,color,1985,14,false,Yellow,F2CD37,6,Yellow,F2CD37
100,color,2011,1,true,Blue,"0055BF",5,Blue,"0055BF"
94,color,2011,70,true,Reddish Brown,"582A12",7,Brown,"583927"
420,color,2011,308,false,Dark Brown,"352100",7,Brown,"583927"
1612,color,1981,4,false,Red,C91A09,4,Red,C91A09
254,color,2007,182,false,Trans-Orange,F08F1C,10,Orange,FE8A18
34,color,2002,14,true,Yellow,F2CD37,6,Yellow,F2CD37
12301,color,2002,7,false,Light Gray,"9BA19D",1,Gray,"6C6E68"
238,color,2015,9999,false,[No Color/Any Color],"05131D",11,Rest,CCCCCC
24611,color,2015,71,false,Light Bluish Gray,A0A5A9,1,Gray,"6C6E68"
6049,color,2016,14,false,Yellow,F2CD37,6,Yellow,F2CD37
958,color,2016,36,false,Trans-Red,C91A09,4,Red,C91A09
118,color,2001,7,true,Light Gray,"9BA19D",1,Gray,"6C6E68"
3494,color,2001,4,false,Red,C91A09,4,Red,C91A09
89,color,2001,135,false,Pearl Light Gray,"9CA3A8",1,Gray,"6C6E68"
352,color,2010,71,true,Light Bluish Gray,A0A5A9,1,Gray,"6C6E68"
88,color,2010,1,true,Blue,"0055BF",5,Blue,"0055BF"
6706,color,2008,4,false,Red,C91A09,4,Red,C91A09
132,color,2004,5,false,Dark Pink,C870A0,13,Pink,FC97AC
586,color,2016,46,false,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
7767,color,2013,4,false,Red,C91A09,4,Red,C91A09
534,color,2013,71,true,Light Bluish Gray,A0A5A9,1,Gray,"6C6E68"
137,color,2013,1,true,Blue,"0055BF",5,Blue,"0055BF"
1490,color,2013,25,false,Orange,FE8A18,10,Orange,FE8A18
66,color,1997,351,false,Medium Dark Pink,F785B1,13,Pink,FC97AC
1776,color,1981,7,false,Light Gray,"9BA19D",1,Gray,"6C6E68"
61,color,1981,46,false,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
21,color,2006,114,false,Glitter Trans-Dark Pink,DF6695,13,Pink,FC97AC
62,color,2006,29,false,Bright Pink,E4ADC8,13,Pink,FC97AC
19,color,2006,52,false,Trans-Purple,A5A5CB,15,Purple,"81007B"
155,color,2006,9999,false,[No Color/Any Color],"05131D",11,Rest,CCCCCC
3,color,2006,5,true,Dark Pink,C870A0,13,Pink,FC97AC
8,color,1999,41,true,Trans-Light Blue,AEEFEC,5,Blue,"0055BF"
212,color,2014,4,true,Red,C91A09,4,Red,C91A09
149,color,2005,0,true,Black,"05131D",2,Black,"05131D"
1236,color,2016,41,false,Trans-Light Blue,AEEFEC,5,Blue,"0055BF"
160,color,1996,57,false,Trans-Neon Orange,FF800D,10,Orange,FE8A18
2,color,1996,9,false,Light Blue,B4D2E3,5,Blue,"0055BF"
3882,color,2011,14,false,Yellow,F2CD37,6,Yellow,F2CD37
293,color,2001,42,false,Trans-Neon Green,F8F184,9,Green,"237841"
205,color,2008,57,false,Trans-Neon Orange,FF800D,10,Orange,FE8A18
213,color,1999,36,false,Trans-Red,C91A09,4,Red,C91A09
2833,color,1990,7,false,Light Gray,"9BA19D",1,Gray,"6C6E68"
26,color,1990,34,false,Trans-Green,"84B68D",9,Green,"237841"
448,color,1998,3,false,Dark Turquoise,"008F9B",17,Turquoise,"3FB69E"
21479,color,2017,72,false,Dark Bluish Gray,"6C6E68",1,Gray,"6C6E68"
937,color,2017,0,true,Black,"05131D",2,Black,"05131D"
176,color,2017,14,true,Yellow,F2CD37,6,Yellow,F2CD37
7812,color,2017,70,false,Reddish Brown,"582A12",7,Brown,"583927"
373,color,2017,33,false,Trans-Dark Blue,"0020A0",5,Blue,"0055BF"
89,color,2017,2,true,Green,"237841",9,Green,"237841"
2048,color,2017,25,false,Orange,FE8A18,10,Orange,FE8A18
9,color,1985,450,false,Fabuland Brown,B67B50,7,Brown,"583927"
5089,color,2015,70,false,Reddish Brown,"582A12",7,Brown,"583927"
915,color,2015,308,false,Dark Brown,"352100",7,Brown,"583927"
62,color,2015,10,true,Bright Green,"4B9F4A",9,Green,"237841"
44,color,2015,25,true,Orange,FE8A18,10,Orange,FE8A18
4859,color,2007,14,false,Yellow,F2CD37,6,Yellow,F2CD37
677,color,2007,25,false,Orange,FE8A18,10,Orange,FE8A18
470,color,2001,9999,false,[No Color/Any Color],"05131D",11,Rest,CCCCCC
567,color,2004,36,false,Trans-Red,C91A09,4,Red,C91A09
276,color,1990,2,false,Green,"237841",9,Green,"237841"
1501,color,1980,1,false,Blue,"0055BF",5,Blue,"0055BF"
78,color,2001,34,false,Trans-Green,"84B68D",9,Green,"237841"
37,color,1987,34,false,Trans-Green,"84B68D",9,Green,"237841"
1787,color,1971,4,false,Red,C91A09,4,Red,C91A09
52,color,2015,33,true,Trans-Dark Blue,"0020A0",5,Blue,"0055BF"
315,color,2015,158,false,Yellowish Green,DFEEA5,9,Green,"237841"
1923,color,2015,272,false,Dark Blue,"0A3463",5,Blue,"0055BF"
64,color,1995,9999,false,[No Color/Any Color],"05131D",11,Rest,CCCCCC
131,color,1995,46,false,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
17,color,1995,14,true,Yellow,F2CD37,6,Yellow,F2CD37
521,color,2016,33,false,Trans-Dark Blue,"0020A0",5,Blue,"0055BF"
69,color,2005,26,false,Magenta,"923978",15,Purple,"81007B"
327,color,2005,36,false,Trans-Red,C91A09,4,Red,C91A09
57,color,2014,10,true,Bright Green,"4B9F4A",9,Green,"237841"
409,color,2010,46,false,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
1335,color,2003,25,false,Orange,FE8A18,10,Orange,FE8A18
85,color,2015,41,true,Trans-Light Blue,AEEFEC,5,Blue,"0055BF"
1467,color,2012,25,false,Orange,FE8A18,10,Orange,FE8A18
1570,color,2008,272,false,Dark Blue,"0A3463",5,Blue,"0055BF"
1209,color,2008,25,false,Orange,FE8A18,10,Orange,FE8A18
623,color,2008,288,false,Dark Green,"184632",9,Green,"237841"
271,color,2008,46,false,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
239,color,2008,72,true,Dark Bluish Gray,"6C6E68",1,Gray,"6C6E68"
335,color,2008,10,false,Bright Green,"4B9F4A",9,Green,"237841"
7,color,2008,143,false,Trans-Medium Blue,CFE2F7,5,Blue,"0055BF"
8,color,2008,41,true,Trans-Light Blue,AEEFEC,5,Blue,"0055BF"
374,color,2006,71,true,Light Bluish Gray,A0A5A9,1,Gray,"6C6E68"
57,color,2015,40,true,Trans-Brown,"635F52",7,Brown,"583927"
1857,color,2003,71,false,Light Bluish Gray,A0A5A9,1,Gray,"6C6E68"
5181,color,2012,70,false,Reddish Brown,"582A12",7,Brown,"583927"
365,color,2009,71,true,Light Bluish Gray,A0A5A9,1,Gray,"6C6E68"
42,color,1993,9999,false,[No Color/Any Color],"05131D",11,Rest,CCCCCC
41,color,2014,31,false,Lavender,E1D5ED,18,Lilac,"9195CA"
769,color,2014,308,false,Dark Brown,"352100",7,Brown,"583927"
177,color,2006,297,false,Pearl Gold,AA7F2E,12,Gold,FFD700
370,color,2006,42,false,Trans-Neon Green,F8F184,9,Green,"237841"
3700,color,1994,7,false,Light Gray,"9BA19D",1,Gray,"6C6E68"
130,color,1999,7,true,Light Gray,"9BA19D",1,Gray,"6C6E68"
162,color,2007,34,false,Trans-Green,"84B68D",9,Green,"237841"
313,color,2016,34,false,Trans-Green,"84B68D",9,Green,"237841"
25,color,2010,25,true,Orange,FE8A18,10,Orange,FE8A18
60,color,2015,29,true,Bright Pink,E4ADC8,13,Pink,FC97AC
151,color,2009,9999,false,[No Color/Any Color],"05131D",11,Rest,CCCCCC
1713,color,1989,4,false,Red,C91A09,4,Red,C91A09
1934,color,1986,14,false,Yellow,F2CD37,6,Yellow,F2CD37
279,color,2007,10,false,Bright Green,"4B9F4A",9,Green,"237841"
113,color,2007,72,true,Dark Bluish Gray,"6C6E68",1,Gray,"6C6E68"
698,color,2016,26,false,Magenta,"923978",15,Purple,"81007B"
37,color,2016,5,true,Dark Pink,C870A0,13,Pink,FC97AC
60,color,2012,334,false,Chrome Gold,BBA53D,12,Gold,FFD700
94,color,2000,46,false,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
5,color,2000,41,true,Trans-Light Blue,AEEFEC,5,Blue,"0055BF"
55,color,2007,143,false,Trans-Medium Blue,CFE2F7,5,Blue,"0055BF"
49,color,2010,27,true,Lime,BBE90B,14,Lime,BBE90B
15,color,1994,36,true,Trans-Red,C91A09,4,Red,C91A09
30,color,2012,41,true,Trans-Light Blue,AEEFEC,5,Blue,"0055BF"
767,color,1983,1,false,Blue,"0055BF",5,Blue,"0055BF"
43,color,1983,46,false,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
1191,color,2004,7,false,Light Gray,"9BA19D",1,Gray,"6C6E68"
3,color,2012,78,false,Light Nougat,F6D7B3,7,Brown,"583927"
22,color,2004,13,false,Pink,FC97AC,13,Pink,FC97AC
59,color,2004,462,false,Medium Orange,FFA70B,10,Orange,FE8A18
17,color,2004,92,false,Nougat,D09168,7,Brown,"583927"
11,color,1997,46,true,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
438,color,2009,297,false,Pearl Gold,AA7F2E,12,Gold,FFD700
3989,color,2005,70,false,Reddish Brown,"582A12",7,Brown,"583927"
63,color,2005,89,false,Royal Blue,"4C61DB",5,Blue,"0055BF"
6,color,2013,73,true,Medium Blue,"5A93DB",5,Blue,"0055BF"
22,color,2013,57,true,Trans-Neon Orange,FF800D,10,Orange,FE8A18
21,color,2011,41,true,Trans-Light Blue,AEEFEC,5,Blue,"0055BF"
1160,color,1979,4,false,Red,C91A09,4,Red,C91A09
96,color,1979,2,false,Green,"237841",9,Green,"237841"
1900,color,1968,4,false,Red,C91A09,4,Red,C91A09
612,color,1968,14,false,Yellow,F2CD37,6,Yellow,F2CD37
739,color,1968,0,false,Black,"05131D",2,Black,"05131D"
261,color,2001,57,false,Trans-Neon Orange,FF800D,10,Orange,FE8A18
27,color,2015,42,true,Trans-Neon Green,F8F184,9,Green,"237841"
78,color,2006,7,false,Light Gray,"9BA19D",1,Gray,"6C6E68"
6,color,1981,14,true,Yellow,F2CD37,6,Yellow,F2CD37
578,color,1970,0,false,Black,"05131D",2,Black,"05131D"
181,color,1991,6,false,Brown,"583927",7,Brown,"583927"
25,color,2006,57,true,Trans-Neon Orange,FF800D,10,Orange,FE8A18
53,color,2014,33,true,Trans-Dark Blue,"0020A0",5,Blue,"0055BF"
15,color,1982,450,false,Fabuland Brown,B67B50,7,Brown,"583927"
3,color,1995,33,true,Trans-Dark Blue,"0020A0",5,Blue,"0055BF"
200,color,2010,57,false,Trans-Neon Orange,FF800D,10,Orange,FE8A18
151,color,2010,484,false,Dark Orange,A95500,10,Orange,FE8A18
236,color,2005,41,false,Trans-Light Blue,AEEFEC,5,Blue,"0055BF"
67,color,1983,2,false,Green,"237841",9,Green,"237841"
248,color,1999,42,false,Trans-Neon Green,F8F184,9,Green,"237841"
67,color,2012,326,false,Olive Green,"9B9A5A",9,Green,"237841"
171,color,1999,25,false,Orange,FE8A18,10,Orange,FE8A18
396,color,1966,0,false,Black,"05131D",2,Black,"05131D"
63,color,2005,80,false,Metallic Silver,A5A9B4,16,Silver,C0C0C0
85,color,1996,9999,false,[No Color/Any Color],"05131D",11,Rest,CCCCCC
30,color,1996,0,true,Black,"05131D",2,Black,"05131D"
22,color,2014,326,true,Olive Green,"9B9A5A",9,Green,"237841"
4,color,2014,73,true,Medium Blue,"5A93DB",5,Blue,"0055BF"
23,color,2011,40,true,Trans-Brown,"635F52",7,Brown,"583927"
15,color,1998,33,true,Trans-Dark Blue,"0020A0",5,Blue,"0055BF"
20,color,2009,34,true,Trans-Green,"84B68D",9,Green,"237841"
38,color,2008,33,true,Trans-Dark Blue,"0020A0",5,Blue,"0055BF"
43,color,1982,46,false,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
23,color,1989,9999,false,[No Color/Any Color],"05131D",11,Rest,CCCCCC
37,color,2005,4,true,Red,C91A09,4,Red,C91A09
1,color,2012,212,true,Bright Light Blue,"9FC3E9",5,Blue,"0055BF"
11,color,1976,6,false,Brown,"583927",7,Brown,"583927"
1458,color,1988,14,false,Yellow,F2CD37,6,Yellow,F2CD37
70,color,1988,46,false,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
425,color,2017,40,false,Trans-Brown,"635F52",7,Brown,"583927"
15,color,2013,85,true,Dark Purple,"3F3691",15,Purple,"81007B"
7,color,2016,92,false,Nougat,D09168,7,Brown,"583927"
8,color,2010,80,true,Metallic Silver,A5A9B4,16,Silver,C0C0C0
790,color,2015,73,false,Medium Blue,"5A93DB",5,Blue,"0055BF"
22,color,1981,34,false,Trans-Green,"84B68D",9,Green,"237841"
65,color,2013,40,true,Trans-Brown,"635F52",7,Brown,"583927"
26,color,2004,46,true,Trans-Yellow,F5CD2F,6,Yellow,F2CD37
214,color,1991,42,false,Trans-Neon Green,F8F184,9,Green,"237841"
130,color,1998,25,false,Orange,FE8A18,10,Orange,FE8A18
16,color,1994,4,true,Red,C91A09,4,Red,C91A09
1084,color,2017,288,false,Dark Green,"184632",9,Green,"237841"
63,color,1987,6,false,Brown,"583927",7,Brown,"583927"
21,color,2008,80,true,Metallic Silver,A5A9B4,16,Silver,C0C0C0
22,color,2013,45,true,Trans-Dark Pink,DF6695,13,Pink,FC97AC
608,color,2002,378,false,Sand Green,A0BCAC,9,Green,"237841"
140,color,2002,33,false,Trans-Dark Blue,"0020A0",5,Blue,"0055BF"
25,color,2013,10,true,Bright Green,"4B9F4A",9,Green,"237841"
198,color,2017,179,true,Flat Silver,"898788",16,Silver,C0C0C0
235,color,2017,31,false,Lavender,E1D5ED,18,Lilac,"9195CA"
14,color,2017,30,true,Medium Lavender,AC78BA,18,Lilac,"9195CA"
4,color,1981,36,true,Trans-Red,C91A09,4,Red,C91A09
31,color,2011,33,true,Trans-Dark Blue,"0020A0",5,Blue,"0055BF"
321,color,1964,0,false,Black,"05131D",2,Black,"05131D"
15,color,2010,288,true,Dark Green,"184632",9,Green,"237841"
208,color,2017,323,false,Light Aqua,ADC3C0,17,Turquoise,"3FB69E"
2,color,1980,36,true,Trans-Red,C91A09,4,Red,C91A09
25,color,1980,34,false,Trans-Green,"84B68D",9,Green,"237841"
4,color,2014,484,true,Dark Orange,A95500,10,Orange,FE8A18
32,color,2014,92,false,Nougat,D09168,7,Brown,"583927"
1,color,2010,28,true,Dark Tan,"958A73",8,Tan,E4CD9E
4,color,2006,70,true,Reddish Brown,"582A12",7,Brown,"583927"
541,color,1961,4,false,Red,C91A09,4,Red,C91A09
14,color,1961,0,false,Black,"05131D",2,Black,"05131D"
11,color,1961,2,false,Green,"237841",9,Green,"237841"
81,color,1961,7,false,Light Gray,"9BA19D",1,Gray,"6C6E68"
1,color,1961,1135,false,Metal,A5ADB4,16,Silver,C0C0C0
48,color,1993,34,false,Trans-Green,"84B68D",9,Green,"237841"
8,color,2002,1086,false,Pearl Lime,"6A7944",9,Green,"237841"
1673,color,2023,226,false,Bright Light Yellow,FFF03A,6,Yellow,F2CD37
1,color,,115,false,Medium Lime,C7D23C,14,Lime,BBE90B
13,color,2017,1000,false,Glow in Dark White,D9D9D9,3,White,FFFFFF
5,color,1991,47,true,Trans-Clear,FCFCFC,11,Rest,CCCCCC
11,color,2015,383,false,Chrome Silver,E0E0E0,16,Silver,C0C0C0
7,color,,1136,false,Reddish Orange,CA4C0B,10,Orange,FE8A18
41,color,1996,74,false,Medium Green,"73DCA1",9,Green,"237841"
18,color,2001,115,false,Medium Lime,C7D23C,14,Lime,BBE90B
7,color,2023,383,false,Chrome Silver,E0E0E0,16,Silver,C0C0C0
1,color,1963,1105,false,HO Azure,"1591cb",5,Blue,"0055BF"
19,color,2024,1103,true,Pearl Titanium,"3E3C39",1,Gray,"6C6E68"
